"EV001",""
"<アル>
『正義の味方も、
　みんなから好かれてるわけじゃないんだね…
　でも、ちょっとこの人の話も分かるかも…』","<Al>
""Even the allies of justice have their haters...
 But I can see where this person is coming from."""
"『そう……まぁ、
　それが順当な選択肢よね。
　……出来れば貴方には選んでほしくなかったけど。』","""I see... Well, that's also a reasonable choice...
 But I would advice against it."""
"愁いを帯びた顔で彼女はそうほうっとため息をつく。
その意外な反応に、貴方は訳を尋ねた。","The owner sighed with a sad face when she heard what
you said. You didn't expect her to react like that,
so you asked why that is."
"『…………実は私、
　個人的にバンガードはあまり好きじゃなくて……』","""...You see, I'm personally not fond of the Vanguard."""
"『もちろん、良い団員がいるのは確かよ？
　でも横暴な態度を取る人も多いし……』","""Of course, they also have good people, but many of
 their members have a really high-handed attitude..."""
"そこまで憂い顔で呟いた女性は、
はっと顔を明るくしてごまかすように笑う。","The owner looked sad as she spoke about the topic,
but then, to change the talk, she smiled again."
"『ごめんなさい、
　こんなこというとせっかくの貴方の意志に、
　水を差しちゃうわよね。』","""Sorry. Talking any more would go against your
 intent to join them."""
"『貴方ならきっといい団員になれる。
　うん、そしたらバンガードの印象も、
　私の中で変わるかもしれないわ。』","""I'm sure you'll become a good member. Yes, you might
 even change my internal image of the Vanguard."""
"<アル>
『正義の味方も、
　みんなから好かれてるわけじゃないんだね…
　良い人たちだ、って思うんだけど…』","<Al>
""It seems like not like everyone likes the allies of
 justice... I thought all of them are good people..."""
"アルは正義の味方に憧れているのか、
そう言葉を漏らす。
しかし、完全に女性の意見を否定はできないようだ。","Al seemed slightly disappointed when the owner spoke
bad of the allies of justice, but she couldn't deny
her point of view."
"『私からふっておいて悪いのだけれど、
　この話はここまでにしておきましょうか。
　せっかくのお祝いの席でごめんなさいね。』","""I'm the one who brought up the topic, but can we leave
 it here? Sorry for bringing down the mood when it's
 time to celebrate."""
"『さ、ここからは楽しい話をしましょう。
　そうね～、試合のこととか聞かせてもらえる？』","""Now, let's talk about something more fun. Let's see...
 Can you tell me how the match went down?"""
"それから貴方は、
試合での武勇伝などを少し脚色して語る。
貴方の話に女性は素直な反応を返し、
楽しい時間を過ごした。","From there on, you began describing your match with
slight dramatization. You had fun as the owner
actively listened and reacted to what you said."
"『あら、それは寂しくなるわね。
　私の心情的にも、このお店の懐的にも。』","""Oh, that will be sad. Both for my feelings and
 the shops' earnings."""
"貴方の返答を聞き、
女性はくすくすと冗談っぽくそう笑う。","The owner teasingly said that to your answer."
"『でも、せっかく3つ証を集めたんだもの。
　先に進みたくなる気持ちは分かるわ。』","""But I can understand why you want to advance after
 earning the medals."""
"『……気を付けてね？
　あの館の中に入って、
　この街に帰ってきた人はいないの。』","""...But make sure to be careful. Not a single person
 has returned once they have entered the mansion."""
"『多分、
　館の中から戻れないようになってるんだと思うわ。
　先に進むなら、準備は怠らないようにね。』","""I believe the entrance is one-way. You won't come
 back once you go in. That's why you should go only
 after you're fully prepared."""
"そう忠告する女性に貴方は頷いた。
館に入れば街に入れない可能性が高い…
それは覚えておこう。","You nodded at the owner's advice and noted down how
you were unlikely to return to the city when you enter
the mansion."
"『…そうなると、
　これで貴方の話すのは最後……
　ということになるのかしら。やっぱり少し寂しいわね。』","""...Since you're leaving, this might be our last
 meeting. I feel a bit lonely about that."""
"『思い残すことがないよう、
　まだまだたくさん食べていって？
　今度は送別会をしましょう♡』","""Make sure to eat a lot of my food so you won't regret
 missing out on it. We can even have a farewell party
 if you want♡"""
"『まぁさすがに、
　ここからは有料になっちゃうけれど。
　私もそこまでサービスはしてあげられません♡』","""But you would have to pay for that party from your
 own pocket. I can't give up too much extra service
 for free♡"""
"<アル>
『……じゅるり。
　もう食べられないなら……
　今のうちにたくさん食べておこうよ！！』","<Al>
""...Slurp. If we can't eat her food after entering 
 the mansion, we should take the chance to eat as
 much as we can!"""
"アルは女性の言葉にすっかり乗せられたようで、
舌なめずりをしながら食べる気満々でいる。
………やっぱり、賞金は残らないんじゃないだろうか。","Al seemed on board with the owner's suggestion as she
licked her lips. You felt uneasy if your prize money
would last long at this rate.
"
"『…ふふ♡
　食べたいものがあったら何でも言ってね。
　なるべくリクエストに応えてあげるわよ。』","""...Ahaha♡ If there's anything you want to eat,
 you can just tell me. I'll fulfill your requests
 to the best of my ability."""
"『えー、ひどいじゃない。
　試合には勝ったんでしょ？
　お話くらい聞かせて欲しいわ。』","""Eeh?! Please don't leave me out like that! You won
 the match, didn't you? Let me hear how it went down."""
"『いらっしゃい。
　何か食べていく？』","""Welcome. Would you like to eat something?"""
"『分かったわ。
　料理が食べたくなったら私に話しかけてちょうだいね。』","""Okay. Just tell me if you want to eat something."""
"EV005",""
"『ここはな、
　美人の女将がいる俺の癒しなんだ……
　やっぱり人間味のないNPCなんかより、
　断然料理も美味しいってもんだ。』","""This bar is my healing spot with it's beautiful owner.
 Eating her delicious dishes is so much better than
 those served by NPCs who don't possess any form of
 human kindness."""
"<アル>
『確かに、
　なんだかあったかい雰囲気のお店だね♪
　私もこういう感じ、好きだなー♪』","<Al>
""There's certainly a warm atmosphere to this shop♪
 I also like it better this way♪"""
"EV006",""
"『ご飯を食べて、
　女将さんと話をしていくと………
　そのうち親しくなれるかもしれないね。
　それが目当ての常連客も多そうだわ。』","""You might get close with the owner if you keep coming 
 to eat and chat with her. That's what a lot of 
 regulars seem to be aiming for."""
"<アル>
『いっぱいご飯を食べたら、
　女将さんと仲良くなれるってことかな？
　えへへー、それならいっぱい食べるしかないよね♪』","<Al>
""Does that mean we should also come to eat often? 
 Ehehe♪ Let's eat lots of delicious food♪"""
"EV007",""
"『ふぃ～……
　このせわしくなく働く感じ、
　元の世界でのバイトを思い出すっす。』","""Phew... This busy work reminds me of my part-time job
 in real world."""
"『……それで癒されるのって、
　我ながら社畜魂が酷い気がするっすけど……
　女将さんは優しいし、やりがいもあるっす！
　ここが私の居場所っす！』","""...I know it makes me sound like a corporate slave, 
 but doing this kind of work makes me feel healed. 
 However, I'm not exploited since the owner is a 
 gentle woman! It's like a perfect job for me!"""
"<アル>
『すごい働き者なんだね……
　私はできれば、ゆっくりするしたいな～…
　\n[1]はどう？』","<Al>
""Looks like she's a hard worker. I would rather have
 a job where you can go at your own pace.
 \n[1], what about you?"""
"自分もゆっくりしたい","I want to work at my own pace too"
"自分の中の社畜魂がうずく…","My inner corporate slave is throbbing..."
"<アル>
『うん、
　たくさん働きすぎると疲れちゃうよね！
　適度に休むのも私は大事だと思うなー♪』","<Al>
""Yes. Working too hard wears you out! I believe in the
 importance of taking breaks♪"""
"『分かってくれるっすか！？
　私、他の人に共感されたことないんで、
　お兄さんにそう言ってもらえるとめっちゃ嬉しいっす！』","""Do you also share that feeling?! I haven't met anyone
 who has felt the same before! It makes me really happy
 when you say that!"""
"<アル>
『わ、顔近い近い！？
　そ、そんなに\n[1]が共感してくれたことが、
　嬉しかったのかな。』","<Al>
""Woah! She's getting so close! Is it making her so
 happy to find someone who shares that feeling?"""
"『最近よくここに来てるっすよね。
　アンタも女将さんの料理の虜になったっすか？
　それとも……にしし♡
　虜になったのは料理じゃなくて女将さんだったり？』","""I've seen you around often recently. Have you also 
 become hooked by the owner's dishes? Or perhaps... 
 It's not the food but the owner herself that has you 
 hooked?"""
"なれなれしい店員はにやにやと笑いながら、
そう貴方に言葉をかけてくる。","The overly familiar waitress grinned as she said that."
"料理が美味しいから","The food is delicious"
"女将さんがきれいだから","The owner is beautiful"
"『あ、そっちっすか。
　まぁ女将さんの料理おいしいっすもんね～。
　こう、懐かしくも新鮮な味って感じで！』","""So it's that? Well, the owner's dishes are just that
 amazing after all. They have this nostalgic but fresh
 taste!"""
"『私がここでバイトしてるのも、
　半分くらいそれが理由っすね。
　従業員はまかないとして無料で食べられるんっすよ！』","""For me, that was also half of the reason why I 
 started working part-time. The employees get to 
 eat the daily special for free!"""
"『アンタも女将さんの料理が食べたいなら、
　ここで働いてみるのはどうっすか？
　私が先輩としてビシビシ扱いてやるっすよ。』","""If you also want to keep eating the owner's dishes, 
 why don't you also start working here? I'll show you
 the ropes as your senpai."""
"『それはもう、
　社畜魂が心の底まで身につくまで……
　ビシバシどころかボコボコになるまでっす！』","""I'll guide you so thoroughly that you'll engrave the 
 spirit of corporate slave down to your soul!"""
"<アル>
『こ、この誘い文句で働きたいって思う人、
　あんまりいないと思うな～……』","<Al>
""I-I don't think anyone would want to work after
 hearing that..."""
"『ふふーん、正直な男は嫌いじゃないっすよ！
　まぁ女将さんは綺麗っすもんね。
　その上優しいし、茶目っ気もあるし、
　男なら惹かれても無理ないっす。』","""Oh? I don't hate honest men like you! The owner is 
 such a beauty after all. She's also gentle and 
 playful, so it's no wonder that men get attracted
 to her."""
"『でも女将さんを落とすのはなかなか難しいっすよ？
　これまでも何人もの常連客の魔の手を、
　ぬらりくらりと躱してきてるっすからね。』","""However, trying to swipe her off her feet will be 
 difficult. She's easily evaded countless advances
 from the customers so far."""
"『意外とああ見えて魔性の女っす。
　………あ、こ、これ、
　私が言ってたっていうのは内緒っすよ？』","""She's unexpectedly quite a devilish woman... Ah! You
 need to keep it a secret that I said that, okay?"""
"声を潜めてそういう彼女に貴方は頷く。
今更声を潜めたところで、
この狭い店内、女将さんに聞こえていたかもしれないが……","You nodded when the waitress lowered her voice and
asked that. However, the shop isn't all that large, so
the owner might have heard it."
"『恩に着るっす。
　女将さんの無言の笑顔、超怖いんっすよね……
　つまみ食いがバレた時とか。』","""Thank you. It's super scary when she gives you the 
 silent smile... This one time I snitched food and 
 then..."""
"『……うぅ、思い出しただけで寒気が……
　こういう時はがむしゃらに働くに限るっす。
　それじゃ、アンタのことは陰ながら応援してるっすよ！』","""Uuh... Just remembering it gives me the chills...
 Nothing beats working hard at times like this!
 Then see you around. I'll be secretly cheering for 
 your success!"""
"<アル>
『優しそうなあの人が、
　本気で怒ったところってあんまり想像できないよね。
　そんなに怖いのかな？』","<Al>
""I can't imagine the owner getting angry when she's
 so gentle. Is it really that scary?"""
"『ん？ここで働く気になったっすか？
　毎日毎日せわしなく働く日々は最高っすよ！』","""Oh? Did you decide to work here? I'm sure you'll have 
 the time of your life when you work with me without 
 rest every day! It's the best!"" "
"<アル>
『ま、毎日働きづめはちょっと…
　意外と女将さんって厳しい人なのかな？』","<Al>
""W-Working non-stop every day sounds a bit too much...
 Is the owner actually really strict?"""
"『今日も女将さん目当てっすか？
　ふっふ～ん♪それならいっぱい料理を頼まなきゃっすよ！
　いっぱい頼んで、私のお給料に貢献するっす！』","""Did you come to give it a shot with the owner again?
 Ehehe♪ Then make sure to order lots of her dishes! 
 It will also show in my salary!"""
"『アンタもすっかり常連っすよね～。
　見慣れた顔ってやつっす。
　………こう、仮装とかしないんすか？』","""You've become regular visitor. A face that I've got 
 used to seeing... Won't you ever put on a disguise
 or something like that?"""
"なれなれしい店員は突然そんなことを聞いてくる。
質問の意図がくみ取れず、
貴方は疑問符を浮かべながら質問を返した。","The overly familiar waitress suddenly asked that.
You didn't understand what she meant by that, so
you returned the question."
"『いやー、ここで働いてると、
　いろんな人の顔を見るんすけど………
　ずーっと同じ顔だとつまんないなーっと思っただけっす。
　こう、意外性がないというか…………』","""Well, you see... I get to see many faces as I work,
 but it's kind of boring when it's always the same 
 people. It's kind of becoming a routine without any
 surprises..."""
"『アンタの顔は平凡だから、
　余計にそう思うと言うっすか…
　とにかく、なんか新鮮味が欲しいっす。』","""Your face is really ordinary, so it makes me think 
 like that... At any rate, I kind of want something 
 new to spice things up."""
"<アル>
『そ、そんな無茶苦茶な…
　何気に傷つくこと言われてるし……』","<Al>
""I-Isn't it unreasonable to ask such things from a 
 customer? Also, the last comment she made kind of 
 hurt!"""
"彼女のあんまりな言い草に、
アルが愚痴をこぼす。
確かに、これは失礼じゃないだろうか……","Al complained at the waitress' unfiltered comment, and
you also found what she said as rude."
"彼女の失礼な物言いに、
思わず貴方は顔をしかめてしまう。","You frowned at the waitress' rude comment."
"『…う、か、軽い冗談っすよ！
　だからそんな顔で見ないで欲しいっす…
　ご、ごめんなさい。』","""Uh... I mean... It was just a joke! P-Please don't 
 look at me like that... I'm sorry..."""
"『…ごめんなさいついでに、1つ相談があるっす。
　私、実はあんまり人とのかかわり方が分からなくて…
　いつもついつい距離感を間違えちゃうんっすよ。』","""...Also, there's something I would like to consult
 about. You see, I don't really know how to judge the
 distance with other people, so I often end up coming
 across as overly familiar..."""
"『女将さんは自分も似たものだって慰めてくれるんすけど、
　私から見たら全然違うように見えるっす。
　やっぱり私みたいな態度は、
　結構嫌われたりするんすかね……？』","""The owner praised me for that since she's apparently
 the same, but I can't see it as anything similar.
 It's repulsive when I act so familiarly, right...?"""
"君は君のままでいい","You're fine the way you are"
"直したほうがいいかも","You might want to try fix that"
"『え？ほ、ほんとっすか？
　ふ、ふふーん♪まぁ、私も一応ここの看板娘っすからね。
　男をメロメロにするなんて楽勝っす！』","""Eh? R-Really? Ehehe♪ Well, I guess I'm more or less
 the poster girl of the shop. Making men flock for me
 is a simple thing with my charms!"""
"『でも、私はみんなの私っすからね～。
　アンタの好意には応えられないっす。
　申し訳ないっす♪』","""But please remember that I belong to all of the 
 customers. That means I can't respond to your 
 feelings. Sorry♪"""
"店員はニマニマと笑いながら、
上機嫌にそう言葉を続けた。","After hearing what you said, the waitress's mood
improved, as she said that with a smile."
"<アル>
『わぁ～……凄い嬉しそう……
　分かりやすい態度だね～………』","<Al>
""Woah... She's so happy that it's clearly showing on
 her face."""
"『んんっ！
　でもありがとうっす。
　なんか元気でたっすよ。
　私は私、これも個性っすよね！』","""Mmmh! Thank you for your input. I feel so much better
 after talking about it. I am my own self after all!"""
"『これからもビシバシボコボコ、
　人との距離感をつめまくるっすよ！
　……ま、まぁ最初はアンタで練習っすね。
　嫌だって思ったら言って欲しいっす。』","""I'm going to continue closing distance without 
 holding back! ...But I guess I'll start with 
 practicing with you. Please tell me if the things
 I do feel repulsive."""
"そう遠慮がちに聞く彼女に、
貴方は分かったと返答した。","You gave the waitress your okay when she reservedly
asked that."
"『感謝っす！
　それじゃ、改めて……
　これからもよろしくお願いするっすね、常連さん♡』","""Thank you! Then once more... Please look after me
 well, Mr. Regular♡"""
"『うぅ～……そうっすよね…
　自分でも分かってるっすけど、
　なかなか性格はなおらないものっす。』","""Uuh... I figured as much... I've been trying to fix
 it, but changing my personality is so difficult."""
"『はぁ～………
　おしとやかで可憐で儚い女の子に、
　私もなりたいっすよ…………』","""Sigh... If I only could become a lovely and graceful
 girl..."""
"店員はため息をついて落ち込んでしまった。","The waitress looked down and sighed."
"<アル>
『な、なんかちょっとかわいそうかも…
　そこまでまるごと、
　性格を変えなくてもいいんじゃないかな……？』","<Al>
""I-I feel a bit sorry for her... Is there really need
 to make such a radical change?"""
"そういうアルに貴方は頷き、
何も正反対な性格になる必要はない、
その性格のまま、コミュニケーションを練習すればいい、
そう彼女に伝えた。","You agreed with Al's view: There was no need to turn
the waitress' personality to the polar opposite. You
told her that she just needs to practice on
communicating with her current personality."
"そのあまりの落ち込み様に気の毒になり、
何も正反対な性格になる必要はない、
その性格のまま、コミュニケーションを練習すればいい、
と貴方はそう彼女に伝えた。","You felt sorry for the waitress. However, there was no 
need to turn her personality to the polar opposite. 
You told her that she just needs to practice on
communicating with her current personality."
"『む、難しいことを言うっすね…
　でも、ちょっとやる気が出たっす。
　正反対にならなくてもいいなら、
　私でもできる気がしてきたっすよ！』","""Y-You're saying something really difficult... 
 But hearing that makes me a bit motivated. If there's
 no need to fully change my personality, then I think
 I can do it!"""
"『距離感に気をつける……
　ふわっとしててよく分かんないっすけど、
　さっきみたいなことを言っちゃダメってことっすよね？』","""I need to watch my distance with the people...
 It's kind of fuzzy concept, but it means that I 
 shouldn't say things like what I just said to you, 
 right?"""
"『1つ1つ学んでいくっす！
　私頑張るっすから、応援しててほしいっす！』","""I'll learn things one thing at a time! I'll do my
 best, so please cheer for me!"""
"そう握りこぶしを作って気合を入れる彼女に、
貴方は頑張れとそう伝えた。","When the waitress held her fist up in high spirits,
you told her to do her best."
"<アル>
『す、すごい気合いだね！
　でも悩み事が解決できたなら、
　よかったのかな？』","<Al>
""S-She's getting really fired up! It's good if we 
 managed to clear her worries."""
"『ふんふ～ん♪
　あ、常連さん。どうしたっすか？
　私とおしゃべりしたいっすか？』","""Mmmh-mmmh♪ Ah, Mr. Regular. What's up? Do you want to
 chat with me?"""
"『私もアンタとおしゃべりしたいっすけど、
　いまちょっと注文が多くて忙しいっす。
　あの、今は話せないっすけど………で、できればまた、
　後で話しかけてくれたら嬉しいな、なんて…』","""I also want to chat with you, but I'm busy with many 
 orders right now. I can't chat with you right now... 
 But I would be happy to do it later if possible..."""
"『…………うぁぁ！
　な、なんかこういうの恥ずかしいっすよ！
　こういう時はがむしゃらに働くっす！』","""...Uaaah! T-This is making me feel really embarrassed
 for some reason! At times like this, I should focus on
 working my ass off!"""
"<アル>
『な、なんかいつもと違って、
　ちょっとドキドキしちゃったね。
　こ、これがギャップ萌えってやつなのかな…！？』","<Al>
""T-The way she acted different from usual made kind of
 my heart throb... Could this be that thing called gap 
 moe?!"""
"『私は私のままで、距離感に気を付ける……
　……やってやるっす！　
　見事に成長して、良い女になるっすよ！』","""Pay attention to the distance while being yourself...
 I'll do it! I'll learn and become a fine woman!"""
"<アル>
『気合入ってるね♪
　がんばれー！』","<Al>
""She's working hard♪ Do your best!"""
"『ふんふ～ん♪
　あ、常連さん。
　聞いてほしいことがあるっす！』","""Mmmh-mmmh♪ Ah, Mr. Regular. There's something I want
 you to hear!"""
"上機嫌な店員は、
貴方を見つけるとそうニコニコと笑顔で話しかけてくる。","When the waitress spotted you, she came to talk to you
while happily smiling."
"『私、アンタにああ言われてから、
　私は私のままで距離感を考えたっす。
　失敗も多かったっすけど……
　最近、お客さんからの評判もいいっすよ！』","""I've been working on closing the distance with people 
 after you gave me advice, and although I've made many 
 mistakes... I've started to gain popularity among the
 customers recently!"""
"『えへへ～♪
　これは私もこのお店の看板娘になる日も近いっすね♪
　常連さんたちを女将さん派か私派かで、
　二分してしまいそうなほどの勢いっす♪』","""Ehehe♪ It won't be long before I'll truly become the
 poster girl of this shop♪ I'll become so charming
 that the customers will split into my own and the 
 owner's factions♪"""
"<アル>
『ふふ♪すごい嬉しそうだね。
　悩みが解決したんなら、
　私たちまでつい嬉しくなっちゃう♪』","<Al>
""Ehehe♪ She looks really happy. I'm also happy that
 we managed to help with her worries♪"""
"上機嫌にニコニコと笑顔で報告する店員に、
アルが頬を緩める。
確かにここまで笑顔の彼女を見ていると、
此方まで元気がもらえそうなほどだった。","Al's face also turned into a smile when the waitress
reported on her successes with a happy face. Seeing
her like that also made you feel happy."
"『で、まぁ、　
　アンタに感謝の言葉を改めて言いたかったっす。
　私は私のままで、ってアンタの言葉で、
　道が切り開けた気がするっすよ。』","""And so... I wanted thank you once more. I think I 
 managed to find my own path after you advised me to
 try things my own way."""
"『……もちろん、まだ発展途上っす。
　でも、こう、個人的にはいろいろ手ごたえがあるというか…
　それもアンタのおかげっす。
　だから、ありがとうって言いたくて。』","""...Of course, I've still got a long way to go. But all
 this progress was made thanks to your help... So thank
 you."""
"少し照れたように笑いながら、
店員は貴方にそう感謝の言葉を告げる。
そんな彼女に、貴方は力になれたならよかったと、
そう返した。","When the waitress thanked you in a bashful smile, you 
told her that you're happy if your advice helped."
"『それはもう、力になったすよ！
　……そ、その、一応聞いておきたいだけっすけど……
　もし女将さん派か私派かってあれば、
　アンタはどっち派っすか？』","""It really did! Also... Um, there's something I want 
 to ask... If the shop was split into my faction and 
 the owner factions, which side would you belong
 to?"""
"女将さん派","The owner faction"
"店員さん派","Your faction"
"『…………うー！
　そ、そこは嘘でも私派っていうところっすよ！？
　ほら、こう、成長した私を褒める的な意味で！』","""...Uuuh! Isn't this the place to say that you're on my
 faction even if it's not true! Like to show how much
 I've grown!"""
"『…………まぁ、気持ちは分かるっすけど。
　正直私も誰かに同じ質問されたら、
　女将さん派って答える気がするっす。』","""...But, I can understand your answer. If someone
 asked the same from me, I would probably answer the
 owner faction too."""
"店員は恨み節を貴方にぶつけながらも、
どこか納得するようにそう答えた。","The waitress first begrudgingly shouted at you, but
then she understandingly said that."
"『でも、女将さんと張り合ってもしょうがないっすよね。
　自分の性格が看板娘からほど遠いっていうのは、
　ちゃんと自覚してるっすよ。』","""Competing with the owner is just that difficult. I
 know that I'm still far off from becoming the poster
 girl of this shop."""
"『でも私は私のまま、先を目指したらいい。そうしたら、
　いつか私の魅力を分かってくれる人が出てくるはず……
　そう言ってくれたのはアンタっすもんね！』","""But I just need to keep going forward in my own way.
 Then there'll surely appear people who understand my 
 charms... You're the one who said that after all!"""
"彼女は表情を戻し、笑顔を浮かべると、
握りこぶしを浮かべながらそう自分に気合を入れている。","The waitress' face turned back into a smile and she 
raised her fist in high spirits."
"<アル>
『…………あれ？\n[1]、
　そんなことまで言ったっけ？』","<Al>
""...Eh? \n[1], did you say something like
 that?"""
"……正直そこまでのことを言った記憶は貴方にはない。
彼女は思い込みが激しい性格なのだろう。それでも、
彼女がやる気を出しているならそれでいいような気もした。","You honestly couldn't remember saying that. The 
waitress probably misunderstood something you said 
because of her overly familiar personality, but you 
saw no reason to point that out if it cheered her up."
"<アル>
『……そうだね！
　頑張ることは悪いことじゃないもんね♪』","<Al>
""...I guess you're right! There's no need to correct
 her if it gives her the strength to go forward♪"""
"『それじゃ、
　今後とも私の成長は要チェックっす！
　いつかお客さんからちやほやされるようになるっすよ！』","""Please come to check on my growth again! One day I'll
 become so charming that the customers will starting
 making a big fusses over me!"""
"『ふぇ………！？
　ほ、ほ、ほんとっすか！？
　その、えっと、あの、…う、嬉しいっす…』","""Eeeh?! R-R-Really?! That... Um... That makes me really
 happy..."""
"『私なんかを女将さんよりって言ってくれて……
　あぅあぅ……な、なんか頭の中がぐるぐるするっす～…』","""When you say that you'll pick me over the owner...
 Auuh... I-It makes my head spin for some reason..."""
"貴方の返答は思ってもいない者だったのか、
店員は珍しく顔を赤くしながら、
目をぐるぐるとまわしている。","It seems like the waitress wasn't expecting you to pick
her faction because her eyes started spinning and her 
face got unusually flushed after hearing your answer."
"『うぅ～………ふぅ～……平常心…
　………うん、少し落ち着いたっす。けど意外っすね、
　ぜったい女将さん派って答えるって思ったっす。』","""Uuh... Calm down... Fuuh... Haah... Okay, I've calmed
 down a bit.... I really didn't expected that. I was 
 sure that you would pick the owner faction."""
"少ししてから落ち着いた彼女は、
そう言葉を漏らした。
自分の中では、自分より女将さんの方が魅力的だと、
そう思っている部分があったのだろう。","The waitress said that after calming down a little.
It all happened probably because she saw herself as
less charming than the owner."
"『…たとえ気遣いだとしても、
　嬉しいっすよ。うん、ますます元気出たっす。
　私はこのまま、精進するっすよ！』","""...Even if you said it out of consideration, it made 
 me really happy. Yes, I'm getting even more energetic!
 I'm going to keep charging forward with everything I 
 have!"""
"『そしたらもしかしたら、
　アンタのことをメロメロにしちゃうかもしれないっすね♡
　ん～、私ってば罪な女っす♪』","""By doing so, maybe I can make even you fall head over
 heels for me♡ Oh, I'm such a sinful woman♪"""
"<アル>
『す、すぐ調子に乗るんだから…
　……まぁ、これくらいの方が、
　この子らしいってことなのかな。』","<Al>
""S-She's getting totally carried away again... But I 
 guess that's like her."""
"アルは困ったような笑みを浮かべる。
……アルの大人っぽい対応は初めて見たかもしれない。","Al looked at the waitress with a troubled smile...
That might have been your first time seeing her react
in such a adult-like manner."
"『…まぁ、そういうわけでありがとうっす。
　また元気もらっちゃったっすね。
　私はこれからも頑張るっすよ！』","""...And so, thank you. I got even more energy to go
 forward. I'm going to work really hard from here on!"""
"『だからこれからも、
　私の成長を見守ってくれると嬉しいっす。
　あと、ついでに料理を頼んでくれれば、
　私の給料も増えるので一石二鳥っす♪』","""That's why I would be happy if you dropped by to check
 on my progress again. Make sure to also order food on
 top of it because that's where my salary comes from♪"""
"ニコニコと笑顔でそう告げる店員に、
貴方は気が向いたらまた来てご飯を食べると答えた。","When the waitress said that with a smile, you told her
that you would come and eat when you had the time."
"『はい♪お待ちしてるっすよ！
　………というか、今日も食べていって欲しいっす！』","""Yes♪ I'll be waiting! ...Also, I want you to eat here
 today too!"""
"『いらっしゃいませ～♡
　…………って、アンタっすか。ふふ～ん♪
　さっきの私の渾身スマイル、どうだったっすか？』","""Welcome♡ ...Oh, its' you. Ehehe♪ How did you like my
 all-out smile that I gave you just now?"""
"『最近、笑顔が大事ってことに気が付いたっす。
　だから可愛い笑顔で挨拶することにしたっすよ！
　ふっふっふ…これでお客さんの心を鷲掴みっす♪』","""I've recently noticed how important it's to smile.
 That's why I've started to welcome people with a 
 really cure smile! Ehehe... This way I can take a
 grip on the customers' hearts♪"""
"<アル>
『確かに可愛い笑顔だったよね！
　私も負けてられないなー♪ほら、こうやって…
　えへへー♪』","<Al>
""It was certainly a really cute smile! But my smile 
 won't lose to it! \n[1] Look here...
 Ehehe♪"""
"『ひゃ、ひゃうっ！
　な、何か御用っすか？』","""U-Uah! D-Do you need something?"""
"『……え？どうしてそんな反応なのか？
　そ、それは、だって、この前常連さんが……
　私派だ、なんて言うから意識しちゃって………』","""...Eh? Why am I acting like that? W-Well... When I
 thought of how you said that you would pick my faction
 over the owner's last time... I started getting
 conscious of it and..."""
"『…うぅぅ！！
　何でもないっすよ！
　と、とにかく、たくさん料理を頼むっす！
　お伺いするっすから！』","""...Uuuh! I-I mean it's nothing! Please order a lot of
 food! """
"<アル>
『顔真っ赤だね……
　こ、この反応ってもしかして…！？』","<Al>
""Her face is blushing as red as an apple... W-wait, 
 it couldn't be?!"""
"『じょ、じょ、じょ、常連さん！！
　大変っす！大変な出来事があったっす！
　大事件っすよ！！』","""M-Mr. Regular! A-A big thing happened! Something
 really big!"""
"店員は貴方の顔を見ると、
慌てたようにそう小声でまくしたてる。","The waitress said that in a quiet and panicked voice
when she saw you."
"『じ、実はっすね。
　その……お客さんから誘われちゃったっすよ！
　デートに！私がっす！』","""T-The thing is... Um... I got asked out by a customer!
 I got invited to a date!"
"『女将さんが、じゃなくて私がっすよ！？
　も、もうびっくりやら驚きやらで、
　頭の中がいっぱいいっぱいっす！』","""It wasn't the owner who got asked out but me! I-I got 
 so surprised that my head was about to explode!"""
"おめでとう","Conratulations"
"確かに驚きだ","That's certainly surprising"
"『うぇ？あ、ありがとうっす。
　その、聞かないっすか？
　その誘いを受けたかどうか、とか………』","""Ueh? T-Thank you. Um... Aren't you going to ask what
 happened then? If I accepted the invitation or not..."""
"そう言われれば確かに気になる。
この反応から貴方はてっきり、
彼女が誘いを受けたものだと思っていたが………","You were certainly curious what happened when asked,
but you had thought that she had accepted based on her 
reaction."
"『えーと……断ったっすよ。
　理由は……そうっすね、えーと………あれっす。
　私はみんなの看板娘っすし…………』","""Um... I refused. The reason is... Well... I'm
 everyone's poster girl..."""
"『後は、うん！
　私を自分のものにしたいなら、
　私を倒せるくらい強くなきゃってやつっす！』","""Also... Let's see... If someone wants to take me,
 they need to be strong enough to beat me in a fight!"
"<アル>
『な、なんだろ、
　凄い残念感がある…
　自分より強い人のほうがいいのかな？』","<Al>
""It's kind of regrettable he turned him down...
 Is she really fine with just anyone who's stronger
 than herself?"""
"店員の言葉にアルが言葉を漏らす。
なんとなく彼女が相手に求める条件が気になった貴方は、
彼女に率直に聞いてみることにした。","Al muttered that over the waitress' words. You got 
somewhat curious in her requirement for her partner 
and asked her about it."
"なんとなく彼女が相手に求める条件が気になった貴方は、
彼女に率直に聞いてみることにした。","You got somewhat curious in her requirement for her
partner and asked her about it."
"『あ、相手に求める条件っすか……？
　それを聞くってことは……
　って、ううん！何でもないっす！』","""M-My requirement for my partner...? When you're asking
 that, does it mean... Wait, no, never mind!"""
